课程：计算机网络
来源ID：source_05e11028da
切片数：1431
转写字符数：1298239
课程名称：计算机网络
录播ID：29169
学年：2025-2026
学期：春季
来源URL：https://course.ynu.edu.cn/learn/videoreview/2cb25efa8cb34dfa97767a0e2c986b15?id=29169&schoolYear=2025-2026&semester=春季

===== 课堂语音转写 =====

--- 1 / 5 / 00:00:35 - 00:03:26 ---
[00:00:35] 签个到，
[00:16:44] 所以我们看到。
[00:16:45] 网络核心，
[00:16:46] 它只需要支持IP的这样一个数据包，
[00:16:49] 就可以让你的IP数据报在不同的网络节点之间的话，
[00:16:53] 进行对应的转发，
[00:16:55] 所以的话，
[00:16:55] 这个达到第一个目的就是ICO的IP，
[00:16:58] 就是把通过IP协议的话，
[00:17:00] 把众多的各种网络应用的数据的话，
[00:17:03] 实现了一个标准化这样一个统一，
[00:17:05] 好那在下来的话，
[00:17:07] 你看一下，
[00:17:08] 那最终的话，
[00:17:09] 你的这样一个IP的数据报的话，
[00:17:11] 需要从不同的物理的这样一个传输器，
[00:17:13] 这里边把它传输出去，
[00:17:15] 有可能是有限的无线的光纤的各种传输地传输出去，
[00:17:20] 那这种情况下的话，
[00:17:21] 那我们看到，
[00:17:22] 我又通过标准的这样一个数据报露的话，
[00:17:25] 把它分到不同的这些网络接口上来，
[00:17:28] 从画画能够适应各种复杂的网络这样一些这个场景，
[00:17:32] 那比如说我现在早期的时候有用的是有线电话线，
[00:17:36] 后来出现了双绞线，
[00:17:38] 那不同的这样一些物理传输介质，
[00:17:39] 它底层的通信技术是不一样的。
[00:17:42] 那如何让我的智算子网络能够匹。
[00:17:45] 匹配和适应不同的复杂的物理的这样一些场景，
[00:17:48] 那我们就是把数据封装成标准格式，
[00:17:51] 那只要你的这样一些物理的场景，
[00:17:53] 你的新的通信技术支持这样一个IP的这个格式，
[00:17:57] 那它就可以，
[00:17:59] 把这个计算机网络化拓展到新的通信技术里边来，
[00:18:03] 通信的这样一个传输介质上去，

--- 4 / 6 / 00:18:06 - 00:19:19 ---
[00:18:06] 我们看到就给这IP的话，
[00:18:08] 按照标准的数据的话，
[00:18:10] 传输到不同的物理介质上来，
[00:18:12] 说我们另外一句话的话，
[00:18:13] 就IPO over IC就是提倡相同的这样一些数据报露的话，
[00:18:17] 适应不同的物理场景，
[00:18:19] 让你的IP的协议的数据报的话，
[00:18:21] 能够在多种类型的网络上进行运行，
[00:18:24] 那有了这样的特性以后，
[00:18:25] 你的计算机网络它的这样一个内容，
[00:18:28] 它的硬硬件的话，
[00:18:29] 就得到了有效这个扩散新的通信技术，
[00:18:32] 新的这样一个传输器值出现了以后的话，
[00:18:34] 也能够部署和适配到我当前计算经网络里边，
[00:18:38] 那这样的话，
[00:18:39] 由于它的这样一种设计方式的话，
[00:18:41] 就导致计算机网络的话得到了飞速的发展，
[00:18:44] 然后。
[00:18:45] 把各种各样的通信技术，
[00:18:46] 新的这样的技术都加入到里边来，
[00:18:49] 让我的计算机网络的规模化越来越大，
[00:18:52] 所以最终的话，
[00:18:52] 我们看到这种沙漏计时形状，
[00:18:55] 这种结构的话，
[00:18:56] 就导致了当前计算机网络，
[00:18:59] 飞速的发展到现有这样一个阶段，
[00:19:02] 好，
[00:19:02] 那希望大家认识这样一种杀戮结构，
[00:19:04] 这TCBIP的，
[00:19:06] 这个协议足，
[00:19:07] 所以要我们把整一个降低网络体系结构的话，
[00:19:10] 又称为以计算机的，
[00:19:12] 这个TCPI协议作为核心的这样一个协议上，
[00:19:15] 就是因为在这个过程里边，
[00:19:17] IP起到了最为核心的作用，

--- 4 / 6 / 00:19:19 - 00:20:58 ---
[00:19:19] 然后TCP的话提供了可靠数据传输，
[00:19:22] 所以这两个的话是计算机网络发展过程里边最为核心的两个协议，
[00:19:26] 那我们学习教接网络就一定要学习这两个协议，
[00:19:29] CCV协议和IP协议好。
[00:19:33] 局网中基于网络协议的话，
[00:19:36] 形成了这样一种这个沙漏计时器的这样一种这个协议，
[00:19:40] 这样的这种形状，
[00:19:42] 好那这计算机网络这个五层结构，
[00:19:45] 希望大家有一个清晰的认识，
[00:19:47] 好那第二的话，
[00:19:49] 我们来讲一下so和osi的这样一个这个参考基成模型，
[00:19:54] 那ISO的话，
[00:19:55] 我们前面在这个上次与课堂里边大家认识的这个机构，
[00:20:00] 那机构的话是标准化的这样一个这个组织机构，
[00:20:03] 那他对于很多行业的话，
[00:20:05] 提出了对应哪一些标准化的这样一些这个制作，
[00:20:09] 然后的话希望能够这个约束使用相应行业的这样一些技术的这样一些标准，
[00:20:16] 好那它针对计算机网络的发展的话，
[00:20:18] 提出了这样一个网络，
[00:20:20] 这样一个开放式的系统的这样一个系统模型，
[00:20:24] 那称为OA的这样一个七层模型，
[00:20:27] 那二十七的模型的话，
[00:20:29] 是在计算机网络发展过程里边有众多的厂商的话加入。
[00:20:33] 就到你网络这个发展，
[00:20:34] 然后不同厂商的话，
[00:20:35] 制定了对应的计算机网络这样一些规范和标准，
[00:20:39] 那导致整个计算机网络里边出现了很多的这样一些协议标准，
[00:20:44] 那由于不同的这些标准文化是腹不兼容的，
[00:20:47] 那这样的话严重阻碍了计算机网络这样一个这个负面和它的这个发展，
[00:20:53] 希望这个国际标准化组织ISO的话也提出了OA七层模型，

--- 4 / 6 / 00:20:58 - 00:22:18 ---
[00:20:58] 希望以这七的模型的话来指到新的这样一些计算机的网络，
[00:21:03] 这样一些厂商的话，
[00:21:04] 能够按照这个模型的话来设计和实现它的这样一些软硬件，
[00:21:09] 那我们看到他提出了这样一个基础模型，
[00:21:12] 把整一个计算机网络化分作了这样一个七层，
[00:21:15] 那在这种这个汽车模型的话，
[00:21:18] 实际上是一个理论的这个汽车这样一个模型，
[00:21:21] 那理论模型最大问题的话就是，
[00:21:23] 这个工程师或科学家把这个问题想的非常的这个理想化，
[00:21:28] 然后的话，
[00:21:29] 我们看到他把整一个降机网络分作这样七层模型，
[00:21:33] 每层模型。
[00:21:33] 是吧，
[00:21:33] 分别完成特定的功能，
[00:21:35] 那么分成设计对方这个理念的话是对的，
[00:21:38] 但是的话，
[00:21:39] 他画这个层次的话过多，
[00:21:41] 那我们可以看到，
[00:21:42] 它把整个计算机网络分过七层，
[00:21:44] 那前面讲到分层模型的话，
[00:21:46] 最大的问题就层次越多的话，
[00:21:48] 这一个系统的这个复杂度就这己个增加了，
[00:21:52] 然后的话，
[00:21:53] 系统的执行效率的话就会受到严重的影响，
[00:21:56] 所以话最终的话，
[00:21:57] 这七层模型的话，
[00:21:58] 并没有得到业界的广泛的支持，
[00:22:01] 而最终的话，
[00:22:02] 汽车模型的话，
[00:22:03] 在实施过程里边，
[00:22:06] 通过TCPP作为核心协议后，
[00:22:08] 最终演变成为实际上的我们前面讲到的计算机网络的五层模型，
[00:22:13] 所以我们看到这补偿模型里边包含了前面的这个应用层，
[00:22:17] 传输层，
[00:22:18] 网络层，

--- 4 / 6 / 00:22:18 - 00:23:33 ---
[00:22:18] 是量人和物理层，
[00:22:20] 但是表示整个绘画层的话，
[00:22:22] 在具体的实施过程里边的话，
[00:22:24] 就没有得到对应的推行，
[00:22:26] 那我们看到，
[00:22:27] 表示层和绘画层主要起到什么作用，
[00:22:30] 他原来在设计的时候认为你的应用。
[00:22:33] 程产生的数据需要得到一个良好的这样一个表达数据话，
[00:22:38] 比如说你的数据要进行加密，
[00:22:40] 要进行压缩，
[00:22:42] 要做相应的转换，
[00:22:43] 那我们在表示层的话，
[00:22:44] 做这样一个转化，
[00:22:46] 那就是表示层，
[00:22:47] 那绘画层的话，
[00:22:48] 就是我的两个对应的应用进程之间要互相进行通信，
[00:22:52] 那他们之间的话，
[00:22:53] 前面我做数据的同步，
[00:22:54] 那如何让你的一个这个进程和另外一个进程建立他们之间会话的这个连接，
[00:22:59] 就需要通过绘画层话来完成，
[00:23:02] 那如果照这样来做的话，
[00:23:04] 就需要增加两个层次，
[00:23:05] 这两个层次增加以后的话，
[00:23:07] 对于整个降接网络实施的话，
[00:23:09] 会增加它的复杂性，
[00:23:11] 所以最终的话，
[00:23:12] 计算机网络这样一个这个体系结构协议站里的话，
[00:23:16] 就没有包含这两层内容，
[00:23:17] 因为这两层内容的话，
[00:23:19] 实际现我们在应用层里边做相应应用软件开发的时候，
[00:23:22] 在你的软件的这个行代码里边，
[00:23:24] 就可以把这些内容的话给它加到里边加以实现，
[00:23:28] 那就没有必要单独来设计这两个层次了，
[00:23:31] 所以最终的话，
[00:23:32] 这两个层次的话被。

--- 4 / 6 / 00:23:33 - 00:24:53 ---
[00:23:33] 吸收到进应用层立边所要最终OA的七层模型的话，
[00:23:38] 变成了计算机网络体系结构了五层模型，
[00:23:40] 然后多了这两个层次，
[00:23:42] 表示成个绘画层的话，
[00:23:43] 被吸收到应用层列表，
[00:23:45] 由应用层的网络应用软件的话加以这个实现，
[00:23:49] 好那就是OA的这个七层模型。
[00:23:52] 好，
[00:23:53] 那欧德七的模型的话，
[00:23:54] 最终提出来这个里边虽然最终的话过于理想，
[00:23:58] 没有得到最终的实现，
[00:24:00] 最终的话变成了五层模型，
[00:24:02] 但是他提出二C七层模型的这个过程里边，
[00:24:05] 对于分层结构以及相应之间的交付的话，
[00:24:08] 吸收了很好的这样一些这个设计，
[00:24:11] 那我们接下来的话，
[00:24:12] 基于I器的模型的话，
[00:24:13] 对于分层结构它们之间的这样一些对应的交付的话，
[00:24:17] 以及他的这样一些术语的话，
[00:24:19] 做一下学习，
[00:24:21] 好那我们看到o sa的这个参考模型的话，
[00:24:24] 他把整一个计算机的话分作了多层结构，
[00:24:27] 然后的话分着多个层次结构以后的话，
[00:24:30] 我们看到，
[00:24:31] 对等层次之间传输的数据单元的话，
[00:24:33] 就称为对应的协议数据单元，
[00:24:35] 那让这协议书单元起到作用的话，
[00:24:37] 就基于你这个层次所规定的协议，
[00:24:39] 完成了相应的数据的这样一个封装，
[00:24:41] 然后传到对端以后的话，
[00:24:43] 对端的话就可以正确识别到对应的数据，
[00:24:46] 然后基于这个他在头部字段里面所规定的控制的这样一些信息的话，
[00:24:51] 就给他完成交付的。
[00:24:52] 这样一些行为，

--- 4 / 6 / 00:24:53 - 00:26:10 ---
[00:24:53] 好，
[00:24:54] 所以我们看到任意两个层次的话，
[00:24:56] P协议单元上通过水平虚线，
[00:25:00] 通过虚拟的这样一种，
[00:25:02] 这个对应的通信，
[00:25:03] 那我们前面讲到了，
[00:25:04] 应用层实现了两个应用软件之间的这样一个通信，
[00:25:08] 那这个通信的话，
[00:25:09] 是借助于它底层所提供的服务，
[00:25:12] 最终的话创业网络而达到的，
[00:25:14] 那最终挖掘数据，
[00:25:16] 我应用才能产生数据层层传递，
[00:25:18] 然后变成信号传到这个对端主机上以后，
[00:25:21] 也是层层来做解封装，
[00:25:23] 最终的话还原出这边生产的这个数据到达对端，
[00:25:28] 那对端的话就接收到最终解封装出来的这个数据以后，
[00:25:31] 就最终实现的效果的话，
[00:25:33] 就是两个应用程序，
[00:25:35] 这个发了数据，
[00:25:36] 然后数据到了这边，
[00:25:37] 然后被接收到了，
[00:25:39] 所以的话，
[00:25:39] 最终实现效果的话，
[00:25:41] 就两个对等层，
[00:25:42] 然后的话，
[00:25:43] 直接进行了对应的数据的这样一个通信是吧，
[00:25:47] 我们把它称为一个对等层之间的通信，
[00:25:49] 做了分层以后，
[00:25:50] 那各层协议的话，
[00:25:51] 实际上就是规定的。
[00:25:52] 每个对等，
[00:25:53] 每一个对等层之间传递数据时候的各项的这个规定和规则，
[00:25:58] 就用这个协议的方式的话，
[00:26:00] 给他这个制定出来，
[00:26:02] 然后双方共同来遵守，
[00:26:03] 让他传递数据的话，
[00:26:05] 就能够得到一个正确的这样一个识别，
[00:26:08] 好那这是对等的实体，

--- 4 / 6 / 00:26:10 - 00:27:30 ---
[00:26:10] 那这里实体的话，
[00:26:11] 我们可以看到每个层次里边，
[00:26:14] 任何能够发送可接收信息的这样硬件和软件进程都称为实体，
[00:26:18] 那协议的话就控制两个对等实体之间进行通信的规则这样一个集合，
[00:26:23] 那在协议的这样一个控制下的话，
[00:26:25] 两个对等的实体之间的通信的话，
[00:26:28] 就可以向上一层的话来提供服务，
[00:26:30] 因为他们之间的话已经能够做交付了，
[00:26:33] 所以的话还可以对上层的话来提供相应的服务，
[00:26:36] 然后的话，
[00:26:36] 把上层的数据的话能够接收下来，
[00:26:39] 然后在本层次的话完成对应的这些处理，
[00:26:42] 那比如说我们在前面讲到五层结构里边，
[00:26:44] 我们再讲传输层，
[00:26:46] 那传输人可以提供这个可靠数据传输，
[00:26:49] 那可靠数据传输的话就是通过传输层来提供。
[00:26:52] 的，
[00:26:53] 那这样的话，
[00:26:53] 你的应用层的话就给以来选择，
[00:26:55] 到底我用下列传输成的可靠数据传输还是不可靠数据传输就可以，
[00:27:01] 看到每个层次的话，
[00:27:02] 就会向上层化提供对应的服务工上层可以来做选择，
[00:27:07] 那我的每个层次的话，
[00:27:08] 要实现这个本层的功能的话，
[00:27:10] 需要借助于下层所提供的服务，
[00:27:13] 那就是对应的些分层的这样一些实体和协议的这样一些概念，
[00:27:17] 希望大家有一个基本的认识，
[00:27:19] 好，
[00:27:19] 那我么看到协议的话，
[00:27:21] 它实际上是规定了在每个层次里边能够提供的这样一些服务，
[00:27:25] 所以的话它是水平的，
[00:27:27] 而服卧的话，
[00:27:28] 它就是本层的功能，

--- 4 / 6 / 00:27:30 - 00:28:59 ---
[00:27:30] 像上层所提供的这样一些功能，
[00:27:32] 那就称为一个服卧，
[00:27:33] 做个服务是垂直的，
[00:27:35] 那层与层之间通过服务的话来进行相应的交付，
[00:27:38] 然后的话对等层之间的话进行相应的这个交付的话，
[00:27:42] 是借助于协议所规定这样一个规则，
[00:27:45] 好，
[00:27:46] 所以这个是协议和这个服务之间的一个这个区别，
[00:27:49] 大家稍微理解一下。
[00:27:51] 好，
[00:27:53] 那具体的这些这个概念的话，
[00:27:55] 我们就不再展开来讲了，
[00:27:58] 如果大家对于这个分层结构以及协议和服务的这些内容不太清楚的话，
[00:28:03] 下来给找一个这个实例，
[00:28:05] 那在计算机网络里边，
[00:28:07] 在有些教材里边的话，
[00:28:08] 他会举这个哲学家交流的这个例子来对于协议和层次的这样一些细节和术语的话，
[00:28:14] 做一个介绍因为时间关系的话，
[00:28:17] 我们就不再展开来给大家讲这个内容了，
[00:28:19] 大家下来的话，
[00:28:20] 如果对于协议和服务话不太清楚的话，
[00:28:23] 下来找一下这个例子，
[00:28:24] 然后加强一下这个学习。
[00:28:27] 好，
[00:28:28] 那最终的话，
[00:28:29] 我们计算机网络的协议的话就出现了，
[00:28:32] 在计算机网络发展过程里边就出现了三种这个体系结构或三层分层模型，
[00:28:38] 那最早的话，
[00:28:39] 我们可以看到在计算机网络出现了各种各样的这些不同的不同厂商的这样一些协议的这样一些这个制定，
[00:28:47] 为了规范这些协议，
[00:28:49] 然后让各种不同厂商所生产的这样一些网络互联互通，
[00:28:54] 那OA这个Sao的这样一个标准化组织的话，

--- 4 / 6 / 00:28:59 - 00:30:21 ---
[00:28:59] 就提出了这个这个对应的这样一个OA的七层的这个模型，
[00:29:05] 那么汽车模型里边我们看到包含了物理层，
[00:29:07] 数据内容层、
[00:29:08] 网络层、
[00:29:08] 传输层、
[00:29:09] 绘画层、
[00:29:09] 表示层和应用层这样的计算模型，
[00:29:11] 那这于是理论的这个对应的计算机网络体系结构，
[00:29:15] 那提出这个模型以后的话，
[00:29:17] 在具体实施过程里边的话，
[00:29:19] 最终的话就形成了对应的，
[00:29:21] 这个相机网络这样一个暗层的体系结构，
[00:29:25] 那五层体系结构的话，
[00:29:26] 就我们在这三。
[00:29:27] 题里边重点学习内容，
[00:29:29] 应用层、
[00:29:30] 传输层、
[00:29:31] 网络层、
[00:29:31] 数量层头物理层，
[00:29:33] 那在这一个具体的实现过程里面，
[00:29:36] 我们基于TC pip作为核心的这样一个协议，
[00:29:40] 然后主要考虑这个软件层面的这样一些对应的降机网络器结构的这样一个设计的话，
[00:29:47] 我们就把它实现了，
[00:29:48] 把变成了个TCP的四层协议这样一个结构，
[00:29:53] 所以如果我们讲TCBIP的四层的这个协议结构的话，
[00:29:57] 大家需要知道它是应用层、
[00:29:59] 传输层、
[00:30:00] 网络层，
[00:30:01] 然后的话，
[00:30:01] 最终的话，
[00:30:02] 把数据调层和物理层话可做网络接口层，
[00:30:06] 那称为四层结构，
[00:30:07] 所以在计算机网络发展过程里边有这样三种分层模型，
[00:30:11] 那大家要知道一下这三种分的模型，
[00:30:14] 一种的话就是理论的，
[00:30:16] 基于这个理论的这个模型就是osi七层模型，

--- 4 / 6 / 00:30:21 - 00:31:48 ---
[00:30:21] 那实际实施的时候的话，
[00:30:23] 是计算机网络这个五层模型，
[00:30:25] 那我们重点掌握是这五层模型。
[00:30:27] 那如果我们讲到TCPI账的模型，
[00:30:32] 那就是四层模型，
[00:30:33] 这四层模型，
[00:30:35] 所以这四层五层和七层模型的话，
[00:30:39] 实际上它之间的话是相互包容的，
[00:30:42] 它是针对于不同的这样一个场景产生的这个模型，
[00:30:45] 那我们重点要求大家掌握的话是五层模型，
[00:30:48] 那四层模型和三层模型的话，
[00:30:51] 和七层模型的话，
[00:30:52] 大家也要有所了解，
[00:30:54] 如果是涉及到相应的题目的话，
[00:30:56] 你要能够区别出来他们之间的一个这个联系和这个不同，
[00:31:01] 好那就是计算机网络协议的这样一个三层的三种体系结构，
[00:31:07] 那大家要做到这个准确识别，
[00:31:09] 知道一下它们之间的一个分层的这样一个设计。
[00:31:13] 好，
[00:31:15] 在这儿的话我们来看一下，
[00:31:17] 那我们把计算机复杂的计算机网络化分做了这样一个多层模型，
[00:31:22] 那我们主要在计算机网络里边用的是五层模型，
[00:31:26] 那五层模型的话，
[00:31:27] 我们在每一层次里边，
[00:31:28] 我们都讲到了每个层这里边有对应的应用的这样一些协议，
[00:31:33] 那这些协议的话，
[00:31:34] 规定的在这个层次里边你对应的数据是如何来进行组织的，
[00:31:38] 然后相互之间的话，
[00:31:40] 如何把一些对应的这个协议所规定的控制的信息的话，
[00:31:44] 加到你要传输的数据里边去，
[00:31:46] 然后的话，
[00:31:47] 层层来进行传递，

--- 4 / 6 / 00:31:48 - 00:33:14 ---
[00:31:48] 那这样的话就涉及到了我们做分层结构里边的这样一个封装和解封装的这样一个动作，
[00:31:54] 那我们接下来的话来学习一下数据如何在分层模型各层之间如何来进行传递，
[00:32:00] 而传递过程里边如何做层层的封装，
[00:32:03] 然后的话传输到这个目标主机以后如何进行相应的解封装，
[00:32:08] 所以接下来我们来认识一下封装和解封装的这样一些这个基本的动作，
[00:32:12] 那这个动作保证了我们的分层。
[00:32:14] 模型的话，
[00:32:15] 它的数据能够得到一个有效的这样一个传递，
[00:32:17] 那首先往我们看到我们最上面的一个层次的话是应用层，
[00:32:21] 那我们两个主机，
[00:32:23] 这个变号是发送主机，
[00:32:25] 这边的话接收主机，
[00:32:26] 然后的话这个主机上面都运行着对应的网络应用程序，
[00:32:31] 那我们看到这个人APP一，
[00:32:32] 这个是F二，
[00:32:33] 然后它运行了对应的应用程序，
[00:32:35] 那应用程序的话就会产生相应的数据，
[00:32:38] 需要把这个数据从这发的话传递到接收方，
[00:32:43] 那让这两个软件之间的话传输相应的这个数据，
[00:32:47] 那这样的话我们怎么来做，
[00:32:48] 那我们首先的话，
[00:32:49] 在每个主机上面都按照分层模型来实现了我的这个网络，
[00:32:54] 好，
[00:32:55] 那这种分层模型的实现的话，
[00:32:56] 实际上主要是通过你的操作系统和对应的编程环境，
[00:33:00] 最终实现了这样一个网络，
[00:33:02] 这样一些应用的这样一个系统，
[00:33:04] 那我们看到你的两个网络应用程序，
[00:33:07] 产生了网络数据，
[00:33:09] 那产生网络数据以后，
[00:33:10] 首先你在应用层里边要选择你的网络应用。

--- 4 / 6 / 00:33:14 - 00:34:26 ---
[00:33:14] 用哪一种网络这样一个协议，
[00:33:16] 那比如说你用work的方式来进行交付，
[00:33:19] 那就用HTP的协议，
[00:33:21] 那比如说你做相应的电子邮件的发送，
[00:33:23] 那你就用SMTP的这样一个协议，
[00:33:26] 那这样的话能用成品面到底用哪种应用协议，
[00:33:29] 那就需要在你要传输的数据之前，
[00:33:32] 加上你所选择的应用层的这样一个协议的投资字段，
[00:33:36] 在投资资账里面包含对应的这个用城的首付，
[00:33:39] 那手部的话呢，
[00:33:40] 主要是规定的，
[00:33:41] 比如说我的这个数，
[00:33:43] 我的这个数据，
[00:33:44] 从什么时候有哪一个，
[00:33:46] 什么时候有哪一个程序的话发出来的，
[00:33:49] 那我把些信息的话，
[00:33:50] 你写在可不字范围里边，
[00:33:52] 然后的话，
[00:33:53] 它是有哪一种协议的话，
[00:33:54] 来对后面的数据进行对应的格式和规定的，
[00:33:57] 那比如说我们规定后边的数据的话，
[00:33:59] 按照str的格式的话来对应字符的话，
[00:34:02] 进行对应的这样一个。
[00:34:04] 这个啊，
[00:34:05] 这个排版，
[00:34:06] 那这样的话，
[00:34:07] 我后来我的应用应用端里边，
[00:34:10] 如果收到这个数据以后，
[00:34:11] 按照STM的格式的话，
[00:34:13] 来识别对应的文本内容，
[00:34:15] 就能够正确识别它里面的这个信息了，
[00:34:17] 所以我们看到，
[00:34:19] 这边我按照对应的协议的话，
[00:34:20] 把这数据组织起来，
[00:34:22] 把对应的比如字符数值的话，
[00:34:24] 把它排列组合起来，
[00:34:25] 形成相应的数据，

--- 4 / 6 / 00:34:26 - 00:35:49 ---
[00:34:26] 然后前面的话就把这个数据的相关信息的话，
[00:34:29] 写在投资造里面，
[00:34:31] 比如说他是SSPR吧，
[00:34:32] 这格式来规定的，
[00:34:33] 让它在什么时候来生成的，
[00:34:35] 这样话写到投资资料里边，
[00:34:37] 就形成了应用成的这样一个对应的p Du的这样一个这个mesenger这样一个报文，
[00:34:42] 就应用成了虚报了，
[00:34:43] 那完成第一层的封装，
[00:34:45] 那第一层封装完成以后的话，
[00:34:47] 它需要传递到下一层次来传到这个对应的这个传输层，
[00:34:52] 那传输层的话，
[00:34:53] 就需要在上面接收到这个对应的应用层的这个对应的报装的话，
[00:34:59] 封装成为本层的数据，
[00:35:01] 形成对应的负载的这样一个数据，
[00:35:03] 好在这个数据之上呢。
[00:35:04] 对吧，
[00:35:05] 再加上在传输层里边头部自造，
[00:35:07] 那从这们呢，
[00:35:08] 头部字段做什么事情呢？
[00:35:10] 那比如说选择以TCP作为建议层色这个协议RTCD话，
[00:35:15] 它是可靠数据传输，
[00:35:17] 那可靠数据传输的话，
[00:35:18] 就需要在前面的话加上一些可靠数据传输的这样控制的这样一些对应的信息，
[00:35:23] 那比如说它里面有这样一些，
[00:35:26] 他是传输这些数据是否是完整的，
[00:35:29] 那他需要引入一些对应的这样一些校验和的这个字段，
[00:35:33] 那比如说他要做口号数据传输，
[00:35:35] 他需要这个知道暴力我的这个数据它是属于哪一个对应的数据分组，
[00:35:41] 那就把这信息的话加到这个传输人手部自造里边，
[00:35:44] 那通过这个怎么作的话来完成可靠数据传输去间一个交付，

--- 4 / 6 / 00:35:49 - 00:37:05 ---
[00:35:49] 形成我传输层的这样一个对应的这个报文段的这样一些信息，
[00:35:53] 好，
[00:35:53] 那在这过程里面还会出现一种豹纹状这样一个分片，
[00:35:57] 那如果上面数据比较大，
[00:35:59] 那这地方的话，
[00:35:59] 可能会把它分做一个一个小的这样一个对应的数数据，
[00:36:03] 这样一个数据特。
[00:36:04] 好，
[00:36:05] 那形在我的这个传输上的这样一个暴龙段这样一个格式，
[00:36:09] 那我们看到这己第二层的分装，
[00:36:11] 那再往下，
[00:36:12] 那它继续往下传，
[00:36:14] 那我们需要，
[00:36:15] 通过网络层来实现对应的端对端的这样一个通信，
[00:36:19] 那这样的话，
[00:36:20] 把上层传输下来的这样一个对应的传输上的这样一个暴纹段的话，
[00:36:25] 把它作为负载的这样一个数据，
[00:36:27] 形成一个数据的这样一个有效负荷，
[00:36:29] 然后再加上本层的IP的这样一个对应的数据报的头部字算，
[00:36:34] 那这个头部字段里面主要是什么内容呢？
[00:36:36] 主要是比如说你的这个主机的原的IP地址，
[00:36:40] 然后目标主机的这个IP地址，
[00:36:43] 这些信息加到这个字段里边，
[00:36:45] 那有了这个信息以后，
[00:36:46] 你到后边路由器识别到信息以后，
[00:36:49] 就知道如何来查转发票进行对应转发了，
[00:36:52] 所以把这些手个资料加上去，
[00:36:54] 形成对应的，
[00:36:55] 网络上的这样一个对应的数据包，
[00:36:57] 这样一个格式，
[00:36:59] 好，
[00:36:59] 那再往下的话，
[00:37:00] 传到这个对应的链路层，
[00:37:02] 那链路层的话，
[00:37:03] 它会形成对应的二进制。
[00:37:04] 减去数值，

--- 4 / 6 / 00:37:05 - 00:38:37 ---
[00:37:05] 那需要增上加上一个对应的针头和分尾来做一个界定，
[00:37:10] 这连串的这个二进去的这个数的话，
[00:37:13] 作为一个对应的数据帧，
[00:37:14] 然后来进行对应的传递，
[00:37:15] 那我们看到到了这个数据面层的话，
[00:37:18] 把上层传递下来的这样一个网络层的这样一些这个数据报的话，
[00:37:23] 变成本地的数据帧，
[00:37:24] 让他把传输的数据在里边加上针头针的形成数据帧，
[00:37:28] 那做力分装再下的话，
[00:37:31] 第到第一个层次以后，
[00:37:32] 你所有的基本的封装工作的话，
[00:37:34] 就完成了，
[00:37:35] 做了四层的封装，
[00:37:36] 那我们看到应用层做了一个。
[00:37:39] 超速的做一个网络层，
[00:37:41] 做了一个数据链程，
[00:37:43] 做了一个到这地方封装就大概结束了，
[00:37:45] 那到了物理层以后，
[00:37:46] 就变成实际传输的光信号和电信号的话，
[00:37:50] 来进行相应的传输，
[00:37:51] 形成相应的比流，
[00:37:54] 好那比特大传输以后大家注意一下，
[00:37:56] 这个地方我们一般情况下在你的端系统上，
[00:38:00] 你的这个各个对应的终端主机，
[00:38:04] 它上面五层结构的话。
[00:38:07] 都是完整的，
[00:38:09] 那到了中间的这个设备，
[00:38:11] 这个中间设备的话，
[00:38:12] 我们前面讲到了，
[00:38:14] 到了网络核心以后，
[00:38:15] 主要设备有两哪两种设备，
[00:38:18] 交换设备，
[00:38:20] 大家回想一下哪两种设备类型是不是一种是交换机对吧？
[00:38:29] 一种是什由对吧？
[00:38:32] 好，
[00:38:33] 那在这过程里边就涉及到中间的这样一个交换设备，

--- 4 / 6 / 00:38:37 - 00:39:56 ---
[00:38:37] 大家要注意一下，
[00:38:38] 交换设备它有计算机网络的这个层次的话是不完整的，
[00:38:44] 我们把路由器称为三层设备，
[00:38:46] 把交换机称为二层设备，
[00:38:50] 之所以这样来分的话，
[00:38:51] 就因为它里边网络层次的话，
[00:38:54] 并不是完整的网络层次，
[00:38:55] 那比如说这个是路由器的设备，
[00:38:57] 它就有三层，
[00:38:58] 那这三层他是做什么个事情，
[00:39:01] 因为我们前面讲到了，
[00:39:03] 对应的路由器、
[00:39:04] 交换机，
[00:39:05] 它不是数据的产生者。
[00:39:07] 只是这个数据的搬运工，
[00:39:09] 所以的话它不会产生数据，
[00:39:12] 那它不产生数据的话，
[00:39:13] 就不需要来做城正封装了，
[00:39:15] 但是在这个路由器里边同样存在着封装和这个解封装，
[00:39:20] 那首先你的一个对应的在你的发动主机里边做了四层封装以后，
[00:39:25] 形成了这样一个数据比特，
[00:39:27] 到了这个路由器以后，
[00:39:29] 他在这一层次做这些个解封装，
[00:39:31] 做解封装的话，
[00:39:33] 基本的动作的话就是来识别一下，
[00:39:35] 因为在这个数据利润层，
[00:39:36] 它会增加一个地址，
[00:39:38] 称为那C地址，
[00:39:39] 那个地址的话就识别出来对应的这个网口和对应这个网口，
[00:39:44] 他们之间的这个地质，
[00:39:45] 物理地质，
[00:39:46] 那这个地方的话呢，
[00:39:47] 解封装以后，
[00:39:48] 他来查看一下这个数据帧是不是发给我的这个网卡的这样一个数据帧，
